879,24.86
880,25.23
881,24.77
882,25.44
885,26.89
886,26.97
887,26.32
888,26.74
889,26.38
892,26.48
893,25.43
894,25.89
895,27.71
896,27.93
899,24.56
900,25.11
901,26.02
902,25.51
903,25.46
906,25.17
907,27.08
908,27.78
909,28.18
910,27.14
913,26.68
914,26.67
915,27.3
916,27.69
917,27.28
920,27.89
921,28.99
922,28.46
923,27.77
924,26.33
927,20.93
928,24.32
929,23.7
930,24.1
931,23.86
934,23.56
935,23.56
936,24.93
937,26.77
938,25.33
942,26.21
943,26.08
944,26.32
945,26.15
948,27.1
949,27.29
950,27.33
951,28.04
952,28.36
955,28.65
956,27.7
957,26.25
958,26.08
959,25.86
962,24.8
963,23.98
964,24.11
965,23.43
966,23.68
969,23.83
970,24.88
971,23.34
972,24.14
973,25.2
976,27.52
977,27.63
978,28.93
979,29.03
980,28.88
983,28.76
984,29.47
985,29.42
986,29.82
987,31.3
990,30.29
991,31.34
992,31.13
993,30.56
994,30.7
997,31.13
998,31.95
999,31.35
1000,30.63
1001,30.44
1004,30.1
1005,29.59
1006,29.69
1007,29.22
1008,28.6
1011,27.34
1012,27.93
1013,27.25
1014,26.87
1015,27.33
1018,27.04
1019,25.95
1020,26.28
1022,26.31
1025,26.68
1026,26.4
1027,29.02
1028,28.58
1029,28.75
1032,30.28
1033,30.03
1034,29.23
1035,28.72
1036,28.21
1039,27.19
1040,26.9
1041,27.92
1042,28.26
1043,26.54
1046,26.28
1047,27.49
1048,27.71
1049,28.2
1053,28.55
1054,28.18
1055,28.57
1056,27.47
1060,26.22
1061,26.11
1062,24.98
1063,25.9
1064,25.87
1067,25.49
1068,26.08
1069,27.1
1070,25.14
1071,23.97
1075,24.52
1076,23.46
1077,23.86
1078,24.93
1081,24.95
1082,23.66
1083,25.08
1084,24.54
1085,22.45
1088,23.93
1089,23.76
1090,22.31
1091,22.27
1092,22.64
1095,21.01
1096,19.86
1097,21.5
1098,21.4
1099,21.85
1103,23.06
1104,23.88
1105,24.29
1106,24.09
1109,25.07
1110,25.49
1111,24.95
1112,25.69
1113,26.43
1116,25.7
1117,26.37
1118,26.4
1119,26.45
1120,27.1
1123,26.24
1124,26.23
1125,25.67
1126,27.04
1127,26.82
1130,27.24
1131,27.23
1132,26.74
1133,27.24
1134,27.24
1137,28.25
1138,26.93
1139,27.73
1140,26.81
1144,25.93
1145,25.83
1146,26.68
1147,26.43
1148,25.06
1151,24.74
1152,24.06
1153,24
1154,23.59
1155,23.63
1158,23.72
1159,23.75
1160,24.23
1161,25.27
1162,26.23
1165,26.11
1166,25.92
1167,26.29
1168,25.73
1169,22.61
1172,23.09
1173,22.2
1174,21.72
1175,21.97
1176,20.74
1179,19.92
1180,19.69
1181,19.1
1182,18.21
1183,17.6
1186,17.96
1187,18.17
1188,18.61
1189,17.94
1190,16.02
1193,16.74
1194,17.18
1195,17.54
1196,17.21
1197,17.23
1200,16.96
1201,16.82
1202,17.32
1203,17.06
1204,16.53
1208,16.68
1209,16.87
1210,16.6
1211,16.52
1214,15.7
1215,16.39
1216,17.56
1217,17.18
1218,17.73
1221,17.92
1222,16.74
1223,15.58
1224,14.73
1225,14.03
1228,14.68
1229,15.22
1230,14.98
1231,15.18
1232,13.13
1235,11.78
1236,11.05
1237,11.87
1238,12.79
1239,13.19
1243,14.02
1244,12.69
1245,13.32
1246,14.73
1249,15.16
1250,17.71
1251,19.93
1252,20.04
1253,20.44
1256,20.96
1257,20.71
1258,21
1259,20.03
1260,21.38
1263,21.28
1264,20.84
1265,21.43
1266,21
1267,21.19
1270,20.47
1271,20.32
1272,18.4
1273,18.5
1274,18.64
1277,19.15
1278,20.14
1279,19.52
1280,19.18
1281,19.67
1284,19.89
1285,20.6
1286,21.61
1287,21.36
1288,21.37
1291,21.26
1292,21.25
1293,21.2
1294,21.27
1295,21.61
1298,21.06
1299,20.38
1300,21.9
1301,21.46
1302,20.93
1306,21.38
1307,22.43
1308,23.61
1309,23.93
1312,22.15
1313,23.05
1314,21.93
1315,21.24
1316,21.19
1319,20.59
1320,20.68
1321,19.93
1322,19.89
1323,20.23
1326,20.12
1327,19.91
1328,21.03
1329,20.58
1330,20.91
1333,21.39
1334,23.32
1335,22.75
1336,22.76
1337,23.18
1340,22.88
1341,24.92
1342,23.05
1343,21.88
1344,24.38
1347,23.59
1348,23.77
1349,24.41
1350,25.86
1351,24.9
1354,25.18
1355,24.59
1356,23.5
1357,24.38
1358,24.78
1361,25.24
1362,25.44
1363,24.65
1364,24.71
1365,24.2
1368,25.32
1369,26.35
1370,25.69
1371,27.64
1372,27
1375,27.94
1376,29.93
1377,29.59
1378,29.32
1379,31.08
1382,31.39
1383,30.96
1384,30.98
1386,31.27
1389,31.57
1390,31.52
1391,31.07
1392,31.13
1393,31.02
1396,31.38
1397,31.09
1398,31.54
1399,33.53
1400,34.2
1403,34.09
1404,32.87
1405,32.77
1406,33.03
1407,33.54
1410,32.82
1411,33.43
1412,34.27
1413,34.28
1414,33.54
1418,33.22
1419,33.66
1420,32.73
1421,32.35
1425,32.21
1426,31.56
1427,31.45
1428,30.78
1431,30.94
1432,31.93
1433,34.22
1434,33.6
1435,33.09
1439,32.49
1440,32.3238
1441,32.57
1442,32.47
1445,32.83
1446,31.98
1447,32.83
1448,33.36
1449,34.93
1452,30.55
1453,29.72
1454,29.68
1455,28.54
1456,29.24
1459,29.73
1460,30.68
1461,30.19
1462,30
1463,31.55
1466,31.49
1467,32.19
1468,32.52
1469,32.43
1470,31.76
1474,31.94
1475,31.43
1476,31.35
1477,30.93
1480,31.11
1481,31.25
1482,31.72
1483,31.6
1484,30.78
1487,31.34
1488,29.95
1489,29.72
1490,29.43
1491,28.39
1494,28.66
1495,26.99
1496,25.43
1497,27.11
1498,26.93
1501,27.11
1502,26.81
1503,24.71
1504,25.63
1505,26.62
1508,26
1509,26.76
1510,27.62
1511,26.78
1512,27.3
1515,27.26
1516,27.02
1517,26.08
1518,26.33
1519,26.46
1522,26.74
1523,27.71
1524,29.72
1525,28.88
1529,28.4
1530,28.96
1531,29
1532,29.64
1533,30.43
1536,30.43
1537,31.73
1538,31.44
1539,28.84
1540,28.95
1543,27.69
1544,26.99
1545,28.6
1546,29.11
1547,28.93
1550,29.53
1551,30.33
1552,31.96
1553,32.14
1554,31.19
1557,30.63
1558,31.72
1559,31.18
1560,29.33
1561,29.73
1564,30.26
1565,31.2
1566,31.67
1567,31.92
1568,32.72
1572,33.25
1573,33.13
1574,33.43
1575,34.49
1578,34.46
1579,34.4
1580,34.37
1581,35.79
1582,36.54
1585,35.03
1586,34.49
1587,34.57
1588,34.07
1589,33.83
1592,34.06
1593,34.15
1594,33.26
1595,35.43
1596,33.93
1599,33.74
1600,33.53
1601,33.75
1602,34.21
1603,34.85
1606,35.71
1608,35.37
1609,35.9
1610,37.23
1613,37.91
1614,37.51
1615,38.05
1616,38.33
1617,38.73
1620,39.14
1621,38.76
1622,37.19
1623,37.65
1624,37.06
1627,36.72
1628,36.43
1629,35.56
1630,35.27
1631,33.95
1634,35.78
1635,36.06
1636,35.82
1637,35.49
1638,35.6
1641,35.75
1642,35.61
1643,34.67
1644,33.96
1645,33.43
1648,33.79
1649,33.69
1650,33.57
1651,33.18
1652,31.23
1655,30.66
1656,30.78
1657,30.1
1658,29.06
1659,28.02
1662,30.16
1663,29.46
1664,29.47
1665,29.47
1666,29.78
1670,29.72
1671,28.02
1672,29.12
1673,28.74
1676,28.94
1677,30.83
1678,31.28
1679,31.72
1680,30.23
1683,30.95
1684,30.21
1685,29.85
1686,30.4
1687,31.5
1690,31.91
1691,32.77
1692,32.51
1693,31.71
1694,32.42
1697,32.45
1698,32.59
1699,35.43
1700,35.78
1701,35.63
1704,36.16
1705,36.93
1706,38.03
1707,37.65
1708,37.6
1711,37.45
1712,37.65
1713,37.04
1714,36.5
1715,36.49
1718,36.85
1719,35.95
1720,36.71
1721,36.93
1722,33.34
1725,32.58
1726,32.15
1727,32.93
1728,32.72
1729,32.29
1732,32.39
1733,32.44
1734,31.35
1735,30.78
1736,30.57
1739,30.56
1740,30.23
1741,30.64
1742,32.19
1743,32.53
1746,32.26
1747,32.82
1748,33.51
1750,33.59
1753,33.54
1754,33.37
1755,34.31
1756,34.69
1757,34.6
1760,35.03
1761,34.78
1762,34.32
1763,34.46
1764,36.16
1767,35.71
1768,36.2
1769,35.51
1770,35.52
1771,35.6
1774,36.18
1775,36.53
1776,36.5
1777,37.09
1778,37.65
1782,37.28
1783,37.73
1784,37.38
1785,37.35
1789,37.26
1790,37.79
1791,37.41
1792,37.71
1795,37.53
1796,37.9
1797,38.16
1798,39.42
1799,41.49
1803,43.72
1804,43.24
1805,42.93
1806,43.52
1809,42.92
1810,42.67
1811,39.28
1812,38.93
1813,38.58
1816,37.72
1817,37.38
1818,38.01
1819,38.93
1820,38.42
1823,36.92
1824,34.25
1825,35.84

