0,0
3,-0.18
4,-0.62
5,-0.77
6,-0.13
7,-1.14
11,-0.74
12,-0.9
13,-1.45
14,-1.5
17,-1.47
18,-1.93
19,-1.79
20,-1.58
21,-1.7
24,-1.57
25,-1.06
26,-0.55
27,-0.37
28,-0.08
31,-0.22
32,0.07
33,0.47
34,0.91
35,1.38
38,0.73
39,1.41
40,2.06
41,2.14
42,2.03
45,1.85
46,1.6
47,1.41
48,1.93
52,1.95
53,1.41
54,0.75
55,0.05
56,0.1
59,0.75
60,1
61,0.67
62,0.7
63,1.04
66,1.13
67,0.89
68,1.1
69,1.47
70,1.03
73,0.92
74,0.26
75,1.19
76,1.48
77,1.31
80,1.63
81,1.73
82,1.84
83,1.65
84,1.95
87,1.98
88,2.08
89,1.94
90,2.46
91,2.54
94,2.67
95,2.75
96,3.3
97,3.89
98,4.31
101,3.98
102,3.48
103,2.99
104,2.41
105,3.04
109,3.37
110,2.99
111,2.85
112,2.59
115,2.47
116,2.71
117,2.08
118,1.85
119,1.82
122,2.02
123,1.87
124,1.9
125,1.78
126,1.89
129,1.95
130,1.87
131,2.09
132,1.66
133,1.73
136,0.99
137,1.15
138,1.43
139,1.22
140,1.17
143,1.43
144,1.71
145,0.99
147,1.86
150,1.87
151,1.94
152,2.25
153,2.33
154,2.29
157,2.59
158,2.79
159,2.89
160,3.63
161,3.19
164,3.18
165,3.26
166,3.36
167,3.42
168,3.67
171,4
172,4.26
173,4.18
174,4.37
175,4.31
178,3.83
179,4.1
180,3.77
181,3.92
182,3.84
185,3.42
186,3.79
187,0.98
188,0.9
189,0.63
192,0.9
193,0.57
194,0.73
195,0.84
196,1.23
199,1.09
200,0.8
201,0.31
202,0.96
203,1.03
207,1.31
208,1.42
209,1.88
210,2.11
213,1.79
214,2.62
215,2.96
216,2.62
217,2.64
220,3.09
221,3.5
222,3.61
223,3.6
224,3.87
227,3.82
228,3.72
229,4.06
230,4.1
231,4.02
234,3.27
235,3.91
236,4.93
237,4.93
238,5.24
241,5.34
242,5.25
243,5.01
244,5.28
245,5.43
248,5.45
249,5.57
250,5.5
251,5.65
252,6.16
255,6.16
256,6.46
257,6.75
258,7.01
259,7.69
262,7.17
263,7.69
264,7.31
265,7.53
266,6.97
269,7.53
270,7.68
271,8.19
272,7.46
273,7.09
276,8.18
277,8.19
278,9.15
279,8.72
280,8.66
283,9.15
284,9.48
285,9.22
286,9
287,9.13
290,9.38
291,9.1
292,8.85
294,9.05
297,8.48
298,7.92
299,7.31
300,7.2
301,7.65
304,8.88
305,9.47
306,10.37
307,11.13
308,10.54
311,11.56
312,11.4
313,10.92
314,11.02
315,11.09
318,11.22
319,10.93
321,11.05
322,10.88
325,9.8
326,9.67
328,10
329,10.68
332,11.55
333,12.13
334,11.3
335,13.17
336,13.98
339,14.11
340,13.68
341,13.83
342,13.87
343,14.23
347,15.59
348,15.64
349,15.58
350,15.95
353,15.33
354,15.25
355,17.17
356,18.29
357,18.37
360,18.88
361,18.97
362,18.75
363,18.64
364,19.74
367,21.03
368,20.51
369,19.82
370,19
371,19.78
375,19.66
376,19.18
377,19.36
378,20.71
381,21.13
382,21.56
383,22.05
384,21.81
385,21.04
388,21.1
389,21.5
390,22.53
391,23.21
392,24.1
395,23.63
396,23.58
397,22.9
398,22.83
399,20.93
402,21.55
403,22.68
404,22.2
405,21.54
406,21.69
409,21.18
410,21.81
411,23.08
412,21.55
413,20.7
416,20.77
417,21.88
418,23.17
419,22.65
420,22.34
423,21.71
424,20.93
425,21.01
426,21.63
427,19.03
430,18.93
431,18.45
432,19.1
433,20.43
437,20.01
438,20.69
439,22.07
440,22.77
441,21.93
444,21.34
445,20.13
446,20.61
447,20.79
448,21.2
451,21.01
452,22.07
453,21.46
454,22.18
455,22.89
458,23.28
459,23.88
460,24.01
461,23.48
462,22.94
465,23.42
466,23.47
467,23.21
468,23.23
469,23.46
473,24.31
474,24.33
475,24.82
476,24.76
479,24.93
480,26.06
481,26.29
482,27.93
483,27.38
486,28.93
487,28.43
488,27.83
489,26.2
490,25.18
493,24.61
494,26.01
495,26.86
496,27.75
497,27.97
500,29.23
501,29.07
502,27.83
503,28.89
504,29.23
507,28.97
508,28.37
509,27.82
510,27.54
514,26.65
515,24.07
516,27.01
517,25.93
518,27.84
521,28.19
522,28.26
523,28.93
524,27.97
525,27.16
528,27.84
529,27.63
530,27.65
531,27.43
532,27.18
535,26.8
536,25.58
537,24.83
538,23.83
539,23.68
542,24.42
543,22.82
544,21.49
545,22.63
546,21.49
549,22.72
550,23.07
551,22.57
552,23.43
553,24.91
556,24.53
557,25.89
558,25.33
559,25.68
560,24.53
563,25.16
564,24.48
565,24.29
566,23.64
567,24.03
571,23.93
572,24.66
573,24.3
574,23.44
577,22.89
578,22.56
579,22.86
580,23.66
581,23.02
584,22.53
585,21.93
586,22.85
587,22.63
588,22.99
591,21.93
592,19.97
593,20.4
594,20.81
595,20.18
598,20.28
599,19.98
600,19.65
601,19.4
602,19.59
605,21.24
606,19.68
607,19.46
608,18.43
609,16.48
612,16
613,14.22
614,15.15
615,15.56
616,18.81
619,19.12
620,21.07
621,22.98
622,22.36
623,23.53
626,24.53
627,25.04
628,25
629,24.84
630,26.03
633,26.37
634,27.76
635,28.25
636,27.52
637,28.07
640,27.43
641,28.93
642,28.18
643,28.47
644,28.93
647,28.9
648,28.685
649,29.76
650,28.58
651,29.31
654,28.65
655,28.11
656,29.24
658,31.93
661,33.93
662,33.05
663,32.67
664,34.53
665,35.02
668,35.37
669,34.03
670,34.73
671,34.73
672,36.605
675,35.14
676,35.94
677,33.19
678,33.49
679,34.6
682,36.03
683,35.88
684,35.59
686,36.39
689,36.58
690,37.93
691,38.83
693,39.21
696,39.3
697,39.2
698,38.31
699,38.41
700,38.6
703,35.99
704,35.05
705,34.34
706,34.065
707,34.31
711,35.93
712,37.58
713,39.45
714,40.33
717,40.82
718,38.92
719,37.72
720,35.975
721,36.95
724,33.51
725,32.23
726,33.55
727,34.39
728,33.77
731,31.34
732,32.33
733,33.72
734,31.68
735,32.46
739,33.7
740,33.53
741,35.71
742,34.74
745,36.68
746,35.22
747,36.23
748,35.31
749,33.93
752,33.13
753,32.83
754,33.78
755,34.12
756,33.26
759,32.98
760,32.43
761,31.83
762,32.5
763,33.68
766,34.7
767,37.56
768,38.62
769,39.5
770,40.12
773,40.4
774,38.97
775,38.55
776,35.77
777,36.31
780,38.17
781,38.59
782,36.03
783,35.41
787,33.28
788,33.23
789,32.73
790,33.79
791,33.09
794,32.4
795,32.42
796,32.93
797,32.74
798,32.89
801,33.54
802,34.93
803,36.33
804,36
805,36.91
808,37.61
809,36.63
810,35.51
811,33.43
812,33.58
815,34.34
816,33.14
817,31.71
818,32.33
819,34.16
822,33.93
823,34.04
824,34.2
825,33.87
826,34.34
829,33.49
830,34.38
831,32.49
832,28.12
833,27.63
837,27.98
838,26.58
839,27.18
840,26.61
843,27.54
844,28.23
845,28.28
846,27.98
847,27.06
850,26
851,23.73
852,25.14
853,25.72
854,24.77
857,25.28
858,25.06
859,24.2
860,24.73
861,25.23
864,27.85
865,27.91
866,27.63
867,27.58
868,27.37
871,25.7
872,25.13
873,25.58
874,23.95
878,24.02
